nominal_lead_h,column,name,current,training_rows,finite_training_rows,missing_training_rows,minimum,maximum,status
1,0,86510000:H,17.86,10899,10899,0,0.81,15.31,above_training_max
1,1,86510000:dH0.5,0.5399999999999991,10899,10899,0,-0.379999999999999,1.0599999999999996,within_univariate_range
1,2,86510000:dH1,0.5399999999999991,10899,10899,0,-0.39999999999999947,1.08,within_univariate_range
1,3,86510000:dH2,0.5549999999999997,10899,10899,0,-0.3700000000000001,0.9950000000000001,within_univariate_range
1,4,86510000:dH4,0.5749999999999997,10899,10899,0,-0.3250000000000002,0.9274999999999998,within_univariate_range
1,5,86510000:dH8,0.6837499999999999,10899,10899,0,-0.3075000000000001,0.82,within_univariate_range
1,6,86472000:H,20.19,10899,10899,0,2.49,15.94,above_training_max
1,7,86472000:dH0.5,0.14000000000000057,10899,10899,0,-0.8399999999999999,1.379999999999999,within_univariate_range
1,8,86472000:dH1,0.240000000000002,10899,10899,0,-0.7599999999999998,1.2400000000000002,within_univariate_range
1,9,86472000:dH2,0.40500000000000114,10899,10899,0,-0.5800000000000001,1.1099999999999999,within_univariate_range
1,10,86472000:dH4,0.6325000000000003,10899,10899,0,-0.39250000000000007,0.875,within_univariate_range
1,11,86472000:dH8,0.7412500000000002,10899,10899,0,-0.2975000000000001,0.7512499999999999,within_univariate_range
1,12,86472600:H,16.52,10899,10899,0,1.1,13.36,above_training_max
1,13,86472600:dH0.5,0.5799999999999983,10899,10899,0,-0.4599999999999991,1.1799999999999997,within_univariate_range
1,14,86472600:dH1,0.6199999999999992,10899,10899,0,-0.4499999999999993,1.1199999999999997,within_univariate_range
1,15,86472600:dH2,0.6949999999999994,10899,10899,0,-0.4099999999999997,0.9349999999999998,within_univariate_range
1,16,86472600:dH4,0.7399999999999998,10899,10899,0,-0.3025,0.7350000000000001,above_training_max
1,17,86472600:dH8,0.6824999999999999,10899,10899,0,-0.24124999999999996,0.6699999999999999,above_training_max
1,18,86500000:H,4.1930000000000005,10899,10899,0,0.6,7.917999999999999,within_univariate_range
1,19,86500000:dH0.5,-0.12799999999999834,10899,10899,0,-1.42,2.3599999999999994,within_univariate_range
1,20,86500000:dH1,-0.13899999999999935,10899,10899,0,-0.8700000000000001,1.3860000000000001,within_univariate_range
1,21,86500000:dH2,-0.15049999999999963,10899,10899,0,-0.605,1.0565000000000002,within_univariate_range
1,22,86500000:dH4,-0.1499999999999999,10899,10899,0,-0.345,0.6527499999999999,within_univariate_range
1,23,86500000:dH8,-0.19874999999999987,10899,10899,0,-0.190125,0.45875000000000005,below_training_min
1,24,julho:Q06,4.352230174976605,10899,10899,0,0.09273681166560854,2.9733108475315086,above_training_max
1,25,julho:Q,11.60165,10899,10899,0,0.019,6.148,above_training_max
1,26,julho:I,11.35998,10899,10899,0,0.0,6.195,above_training_max
1,27,julho:dQ1,-0.06535720754392482,10899,10899,0,-0.4140417273808631,0.41879285426389345,within_univariate_range
1,28,julho:dQ2,0.07498224736076864,10899,10899,0,-0.21325133678655214,0.3337655907298394,within_univariate_range
1,29,julho:dQ4,0.16153811377979954,10899,10899,0,-0.10938639078412082,0.23257240411926003,within_univariate_range
1,30,julho:dQ8,0.2086970292468271,10899,10899,0,-0.06771036061987953,0.1719696243110594,above_training_max
1,31,monte:Q06,4.168742103385818,10899,10899,0,0.046439843790034595,2.9190073129260052,above_training_max
1,32,monte:Q,10.79796,10899,10899,0,0.006,5.962,above_training_max
1,33,monte:I,10.65629,10899,10899,0,0.0,5.97,above_training_max
1,34,monte:dQ1,-0.12681785620962227,10899,10899,0,-0.48474221983946675,0.3523021957686533,within_univariate_range
1,35,monte:dQ2,-0.09715393365660763,10899,10899,0,-0.24989492264228616,0.22600906566502732,within_univariate_range
1,36,monte:dQ4,-0.020488979901126525,10899,10899,0,-0.1046341700799688,0.17117075236796586,within_univariate_range
1,37,monte:dQ8,0.14118244464370072,10899,10899,0,-0.058709426001571946,0.14966588913001427,within_univariate_range
1,38,castro:Q06,3.3031042647715525,10899,10899,0,0.08365116420730187,2.3183542274418922,above_training_max
1,39,castro:Q,7.32606,10899,10899,0,0.016,4.061,above_training_max
