horario_brt,antecedencia_h,estatistico_selecionado_m,modelo_selecionado,propagacao_vazao_m,menor_resultado_modelos_m,maior_resultado_modelos_m,interpretacao
2026-09-21T15:00:00-03:00,1,8.851302631865941,arvores,9.743138967279286,8.851302631865941,9.743138967279286,Estimativas independentes; amplitude entre modelos não é intervalo de confiança nem limite de cheia.
2026-09-21T16:00:00-03:00,2,9.677700309028237,arvores,11.050108667860485,9.628927762377952,11.050108667860485,Estimativas independentes; amplitude entre modelos não é intervalo de confiança nem limite de cheia.
2026-09-21T17:00:00-03:00,3,10.382255878225909,arvores,12.207228708529108,10.382255878225909,12.363382792108967,Estimativas independentes; amplitude entre modelos não é intervalo de confiança nem limite de cheia.
2026-09-21T18:00:00-03:00,4,10.745334032769389,arvores,13.280400942541895,10.745334032769389,14.627554322200108,Estimativas independentes; amplitude entre modelos não é intervalo de confiança nem limite de cheia.
2026-09-21T19:00:00-03:00,5,11.294632438378972,arvores,13.90056327351926,11.294632438378972,16.78330197046753,Estimativas independentes; amplitude entre modelos não é intervalo de confiança nem limite de cheia.
2026-09-21T20:00:00-03:00,6,12.372695573131036,arvores,14.802506710676852,12.28650824677488,18.424373867906574,Estimativas independentes; amplitude entre modelos não é intervalo de confiança nem limite de cheia.
2026-09-21T21:00:00-03:00,7,12.75177626961641,arvores,15.56208125208168,12.548798783767753,19.41299250481983,Estimativas independentes; amplitude entre modelos não é intervalo de confiança nem limite de cheia.
2026-09-21T22:00:00-03:00,8,13.179702016269122,arvores,16.333895243372965,11.801163362596753,19.828771706394853,Estimativas independentes; amplitude entre modelos não é intervalo de confiança nem limite de cheia.
2026-09-21T23:00:00-03:00,9,13.13908660938585,arvores,16.63910569102918,12.723923621752133,20.21810258264408,Estimativas independentes; amplitude entre modelos não é intervalo de confiança nem limite de cheia.
2026-09-22T00:00:00-03:00,10,12.06959469327551,arvores,16.887809810792348,12.06959469327551,19.843866790263398,Estimativas independentes; amplitude entre modelos não é intervalo de confiança nem limite de cheia.
2026-09-22T01:00:00-03:00,11,13.052661746415025,arvores,17.081886101339663,12.966703906353036,19.693745527445518,Estimativas independentes; amplitude entre modelos não é intervalo de confiança nem limite de cheia.
2026-09-22T02:00:00-03:00,12,12.935350498680172,arvores,17.069575497769026,12.902742190780298,19.97199037204972,Estimativas independentes; amplitude entre modelos não é intervalo de confiança nem limite de cheia.
