id_subsistema;nom_subsistema;tip_reservatorio;nom_bacia;id_reservatorio;nom_reservatorio;cod_usina;din_instante;val_nivelmontante;val_niveljusante;val_volumeutil;val_vazaoafluente;val_vazaodefluente;val_vazaoturbinada;val_vazaovertida;val_vazaooutrasestruturas;val_vazaotransferida;val_vazaovertidanaoturbinavel
N;Norte;Reservatório com Usina;AMAZONAS;AMUHBB;BALBINA;277;2022-06-01 01:00:00;51.0;29.13;100.0;1993.0;1993.0;1040.0;953.0;0.0;0.0;
N;Norte;Reservatório com Usina;AMAZONAS;AMUHBB;BALBINA;277;2022-06-01 02:00:00;51.0;29.12;100.0;1993.0;1993.0;1040.0;953.0;0.0;0.0;
N;Norte;Reservatório com Usina;AMAZONAS;AMUHBB;BALBINA;277;2022-06-01 03:00:00;51.0;29.12;100.0;1993.0;1993.0;1040.0;953.0;0.0;0.0;
N;Norte;Reservatório com Usina;AMAZONAS;AMUHBB;BALBINA;277;2022-06-01 04:00:00;51.0;29.12;100.0;1993.0;1993.0;1040.0;953.0;0.0;0.0;
N;Norte;Reservatório com Usina;AMAZONAS;AMUHBB;BALBINA;277;2022-06-01 05:00:00;51.0;29.12;100.0;1993.0;1993.0;1040.0;953.0;0.0;0.0;
N;Norte;Reservatório com Usina;AMAZONAS;AMUHBB;BALBINA;277;2022-06-01 06:00:00;50.99;29.13;99.76;-5013.0;1993.0;1040.0;953.0;0.0;0.0;
N;Norte;Reservatório com Usina;AMAZONAS;AMUHBB;BALBINA;277;2022-06-01 07:00:00;50.99;29.11;99.76;1993.0;1993.0;1040.0;953.0;0.0;0.0;
N;Norte;Reservatório com Usina;AMAZONAS;AMUHBB;BALBINA;277;2022-06-01 08:00:00;50.98;29.12;99.52;-5010.0;1993.0;1040.0;953.0;0.0;0.0;
N;Norte;Reservatório com Usina;AMAZONAS;AMUHBB;BALBINA;277;2022-06-01 09:00:00;50.98;29.12;99.52;1993.0;1993.0;1040.0;953.0;0.0;0.0;
N;Norte;Reservatório com Usina;AMAZONAS;AMUHBB;BALBINA;277;2022-06-01 10:00:00;50.98;29.12;99.52;1993.0;1993.0;1040.0;953.0;0.0;0.0;
N;Norte;Reservatório com Usina;AMAZONAS;AMUHBB;BALBINA;277;2022-06-01 11:00:00;50.98;29.12;99.52;1993.0;1993.0;1040.0;953.0;0.0;0.0;
N;Norte;Reservatório com Usina;AMAZONAS;AMUHBB;BALBINA;277;2022-06-01 12:00:00;50.98;29.12;99.52;1993.0;1993.0;1040.0;953.0;0.0;0.0;
N;Norte;Reservatório com Usina;AMAZONAS;AMUHBB;BALBINA;277;2022-06-01 13:00:00;50.98;29.12;99.52;1993.0;1993.0;1040.0;953.0;0.0;0.0;
N;Norte;Reservatório com Usina;AMAZONAS;AMUHBB;BALBINA;277;2022-06-01 14:00:00;50.98;29.11;99.52;1993.0;1993.0;1040.0;953.0;0.0;0.0;
N;Norte;Reservatório com Usina;AMAZONAS;AMUHBB;BALBINA;277;2022-06-01 15:00:00;50.97;29.1;99.28;-5001.0;1993.0;1040.0;953.0;0.0;0.0;
N;Norte;Reservatório com Usina;AMAZONAS;AMUHBB;BALBINA;277;2022-06-01 16:00:00;50.97;29.13;99.28;1993.0;1993.0;1040.0;953.0;0.0;0.0;
N;Norte;Reservatório com Usina;AMAZONAS;AMUHBB;BALBINA;277;2022-06-01 17:00:00;50.97;29.12;99.28;1993.0;1993.0;1040.0;953.0;0.0;0.0;
